,URL,名前,メンバー,人数,性別,別名,結成年,結成-1-1,解散年,解散-1-1,事務所,活動時期,師匠,出身,影響,出会い,旧コンビ名,旧トリオ名,旧グループ名,現在の活動状況,芸種,ネタ作成者,現在の代表番組,過去の代表番組,同期,公式サイト,受賞歴,YouTube
1734,https://ja.wikipedia.org/wiki/%E3%81%8C%E3%81%A3%E3%81%A4%E3%81%8D%E3%81%9F%E3%81%84%E3%81%8B,がっつきたいか,市村雄介 くらっちゃん,3,111,,2003年6月,2003/1/16,,,ワタナベエンターテインメント →SMA NEET Project,2003年 -,,,,,,,,ライブ、テレビなど,コント,,なし,爆笑オンエアバトル オンバト+ など,,https://neet-project.com/profile/gattsuki/,『キングオブコント2011』準決勝進出 『キングオブコント2012』準決勝進出,
1735,https://ja.wikipedia.org/wiki/COLORS_(%E3%81%8A%E7%AC%91%E3%81%84),COLORS (お笑い),福島カツシゲ 若林幸樹 石山博士,3,111,,1996年,1996/1/1,,,フリー→サンミュージック企画→エマ・クリエイティブ,1996年 -,,,,,U2ROCKET（石山）　ザ・ニュースペーパー（福島、若林）,,,,コント,,,爆笑オンエアバトル こたえてちょーだい!,,,,
1736,https://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%B3%E3%82%AB%E3%83%A9,カンカラ,入山 学 石田 武 杉林 功,3,111,,2000年6月,2000/1/16,,,萩本企画（入山はアワーソングスクリエイティブ所属、石田はフリー）,2000年 -,,,,,,,,鈴樹、松井が脱退し3人で活動,コント,,,爆笑オンエアバトル、コメディー道中でござる、笑点など,,,,
1737,https://ja.wikipedia.org/wiki/%E9%80%86%E5%88%87%E3%82%8C%E3%82%AC%E3%83%B3%E3%82%B8%E3%83%BC,逆切れガンジー,ジェットイラブ 竹本政根 黒木浩一郎,3,111,,2003年,2003/1/1,,,オフィス★怪人社→フリー,,,,,,,,,,,,,ストリートファイターズなど,,,,
1738,https://ja.wikipedia.org/wiki/%E3%82%AD%E3%83%A3%E3%83%A9%E3%83%90%E3%83%B3_(%E3%81%8A%E7%AC%91%E3%81%84),キャラバン (お笑い),渡部又兵衛 松崎菊也 有本まこと,3,111,,1985年,1985/1/1,1988年,1988/1/1,,1985年 - 1988年,,,,,,,,,コント,,,お笑いスター誕生!!,,,1985年 お笑いスター誕生!! 第6回オープントーナメントサバイバルシリーズ優勝 1986年 第1回NHK新人演芸コンクール ＜演芸部門＞最優秀賞,
1739,https://ja.wikipedia.org/wiki/%E3%82%AD%E3%83%A3%E3%83%A9%E3%83%A1%E3%83%AB%E3%82%AF%E3%83%A9%E3%83%83%E3%83%81,キャラメルクラッチ,松田美帆子 足立麻美 上地春奈,3,222,,2001年3月,2001/1/13,2011年3月,2011/1/13,ホリプロ,2001年3月 - 2011年3月,,,,,,,,,,,,,,https://ameblo.jp/sienne02,,
1740,https://ja.wikipedia.org/wiki/%E3%82%AE%E3%83%A3%E3%83%AB%E3%82%BA,ギャルズ,ベーグル吉村 戦艦蓮見。 手塚ジャスティス,3,222,,2010年,2010/1/1,2020年,2020/1/1,太田プロダクション,2010年4月 - 2020年2月13日,,太田プロエンタテイメント学院1期（蓮見、手塚） スクールJCA15期（手塚）,,,メロンパンドリル（吉村） 野武士。（蓮見） ヤッコサンダットサン（手塚）,,,解散（蓮見はピン、吉村と手塚はコンビで活動）,コント,,,,,https://www.ohtapro.co.jp/talent/gals.html,,
1741,https://ja.wikipedia.org/wiki/%E3%82%AD%E3%83%A9%E3%83%83%E3%82%AD%E3%83%A9%E3%83%BC%E3%82%BA,キラッキラーズ,キャプテン渡辺 ジャック豆山 松本リンス,3,111,,2005年,2005/1/1,2010年,2010/1/1,SMA NEET Project,2005年1月 - 2010年1月9日,,NSC名古屋校8期（松本）,,,牛肉オレンヂ（ジャック） バカラ（ジャック、松本）,,,解散（キャプテンはピン、ジャックと松本は別コンビで活動）,コント,,なし,爆笑オンエアバトル キャラ☆キング お笑い図鑑 ハマヌキ など,,,第2回ソニーミュージックアーティスツお笑いホープ大賞2008 準優勝,
1742,https://ja.wikipedia.org/wiki/%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%B8%E3%83%A7%E3%83%BC_(%E3%81%8A%E7%AC%91%E3%81%84%E3%83%88%E3%83%AA%E3%82%AA),キングジョー (お笑いトリオ),堺たいよう 荒川政喜 笠原直樹,3,111,,,,,,プロモーション・ススム,,,,,,,,,,コント,,,笑いがいちばんなど,,,,
1743,https://ja.wikipedia.org/wiki/%E3%82%B0%E3%83%A9%E3%83%B3%E3%82%B8_(%E3%81%8A%E7%AC%91%E3%81%84),グランジ (お笑い),遠山大輔 五明拓弥 大,3,111,,2005年（トリオとして）,2005/1/1,,,吉本興業,,,【遠山】 NSC東京校5期 【五明、大】NSC東京校6期,,,,,,【トリオとして】 　ライブ、芝居 【遠山】 　MC、ラジオパーソナリティ、ラジオCM制作 【五明】 　CMプランナー、ラジオパーソナリティ,コント、漫才,遠山、五明,【遠山】69号室の住人 【五明】MOZAIKU NIGHT 【大】BOAT RACE TIME,【遠山】SCHOOL OF LOCK! 【五明】ON8+1,【遠山】NON STYLE、スーパーマラドーナ、平成ノブシコブシ、ピース、ラフ・コントロール、5GAP 【五明、大】アームストロング、ピクニック、ものいい、ロシアンモンキー、チーモンチョーチュウ,https://profile.yoshimoto.co.jp/talent/detail?id=454,"【トリオとして】 * 2007年 Mori-1グランプリ 優勝 * THE MANZAI 2011 認定漫才師  【遠山】 * トヨタpresents PASSO-1グランプリ 20秒部門優勝 * トヨタpresents PASSO-1グランプリ 60秒部門 佳作  【五明】 * 第45回フジサンケイグループ広告大賞 最優秀賞 * 東京コピーライターズクラブ2016 TCC新人賞 * 2016 56th ACC CM FESTIVAL ファイナリスト、ブロンズ受賞 * 2016年 第4回SBCラジオCMグランプリ コピーライターコンクール 協賛社賞 * トヨタpresents PASSO-1 グランプリ 20秒部門 佳作 * 2017 57th ACC TOKYO CREATIVITY AWARDS 地域ファイナリスト * 第11回ニッポン放送CMグランプリ グランプリ受賞 * 第72回広告電通賞 オーディオ広告シリーズ 銀賞 * 第39回 愛媛広告賞 ラジオ広告部門 最優秀賞（FM愛媛『夫婦』編） * 2020年日本民間放送連盟賞 ラジオCM第2種　優秀賞（[1]） * JFN賞2020 大賞・製作者審査員賞（[2]）

【大】 * 第3回博士と助手?細かすぎて伝わらないモノマネ選手権? 優勝",
1744,https://ja.wikipedia.org/wiki/%E3%81%8F%E3%82%8A%E3%81%8A%E3%81%AD,くりおね,嘉数正 上田雅史 レフト鈴木,3,111,,2012年,2012/1/1,2019年,2019/1/1,ワタナベエンターテインメント,2012年11月 - 2019年8月,,ワタナベコメディスクール10期,,,,,,ライブ、テレビ　等,漫才、コント,,,,マービンJr.、乙、バッドナイス常田　他,https://www.watanabepro.co.jp/mypage/4000027/,,
1745,https://ja.wikipedia.org/wiki/%E3%82%B3%E3%83%B3%E3%83%88%E8%B5%A4%E4%BF%A1%E5%8F%B7,コント赤信号,渡辺正行 ラサール石井 小宮孝泰,3,111,赤信号,,,,,なべや（渡辺） 石井光三オフィス（石井） オフィスPSC（小宮）,1977年 -,杉兵助,劇団テアトルエコー養成所,,劇団テアトルエコー養成所,,,,,コント,渡辺正行、ラサール石井,,オレたちひょうきん族 うるとら7:00 ジョークドキュメントBBS放送局,,,,
1746,https://ja.wikipedia.org/wiki/%E3%81%95%E3%83%BC%E3%81%8F%E3%82%8B%E3%82%89%E3%81%84%E3%81%8A%E3%82%93,さーくるらいおん,らいおんまる みったん う～すけ,3,111,,2002年,2002/1/1,,,ワタナベエンターテインメント→SMA NEET Project,,,目黒笑売塾1期,,,,,,,コント、歌ネタ,,,Pooh! シブスタなど,,,,
1747,https://ja.wikipedia.org/wiki/%E6%A1%9C%E3%83%9E%E3%83%B3%E3%82%B7%E3%83%A7%E3%83%B3_(%E3%81%8A%E7%AC%91%E3%81%84%E3%83%88%E3%83%AA%E3%82%AA),桜マンション (お笑いトリオ),狩野聖人 大久保聖也 田中茜,3,111,,2017年,2017/1/1,2018年,2018/1/1,吉本興業,2017年12月21日 - 2018年10月29日,,NSC東京校23期,,養成所,,,,解散,,,,,魔人無骨、杏子もなか、ギブソンジュニア、たいやき、ギンヤンマ、エンカウント、ふでこ、アゲノ勘太など,,,
1748,https://ja.wikipedia.org/wiki/%E3%82%B6%E3%83%BB%E3%82%B4%E3%83%BC%E3%83%AB%E3%83%87%E3%83%B3%E3%82%B4%E3%83%BC%E3%83%AB%E3%83%87%E3%83%B3,ザ・ゴールデンゴールデン,山崎昇 きたざわひとし 吉勝,3,111,,2003年2月,2003/1/12,2012年（トリオでの活動終了年）,2012/1/1,ワタナベエンターテインメント,2003年 - 2012年,,,,中学時代の同級生,ノンフィクション,,,解散（山崎ときたざわでコンビ、吉勝はピンで活動）,コント,（主に）きたざわ,,爆笑オンエアバトル 爆笑レッドカーペット エンタの神様 他,,http://www.watanabepro.co.jp/mypage/artist/thegoldengolden.html,2010年 第1回お笑いハーベスト大賞 大賞,
1749,https://ja.wikipedia.org/wiki/%E3%82%B5%E3%83%A0%E3%83%A9%E3%82%A4%E3%83%88%E3%83%AA%E3%82%AA,サムライトリオ,サムライ勇 サムライ朝など,3,111,,1967年,1967/1/1,,,松竹芸能,,,,,,サムライ勇・朝,,,,漫才,,,,,,,
1750,https://ja.wikipedia.org/wiki/%E3%82%B5%E3%83%A0%E3%83%A9%E3%82%A4%E6%97%A5%E6%9C%AC,サムライ日本,花村多賀至 池島美樹 及川のび太 <旧メンバー> 室町大助,3,111,,1970年,1970/1/1,,,プロダクション人力舎,1970年 -,,,,,,,,ライブ,コント,,,お笑いスター誕生!! 笑点 笑いがいちばん など,,http://www.tokyo-engeikyokai.com/member/member_028.html,,
1751,https://ja.wikipedia.org/wiki/3LDK_(%E3%81%8A%E7%AC%91%E3%81%84),3LDK (お笑い),大野啓太 前田かずな 石本昇輝,3,111,,2012年,2012/1/1,2015年,2015/1/1,浅井企画,2011年10月 - 2015年12月,,東京アナウンス学院,,東京アナウンス学院,,,,解散,漫才、コント,石本昇輝,,,すとろんぐカラ～ どんぐりたけし わたなべるんるん,,,
1752,https://ja.wikipedia.org/wiki/3%E6%99%82%E3%81%AE%E3%83%92%E3%83%AD%E3%82%A4%E3%83%B3,3時のヒロイン,福田麻貴 ゆめっち かなで,3,222,,2017年,2017/1/1,,,吉本興業,2017年1月 -,,NSC大阪校女性タレントコース5期（福田） NSC大阪校36期（ゆめっち） NSC東京校20期（かなで）,,,つぼみ（福田） ゆめみがち（ゆめっち） ハラペコパンジー（かなで）,,,テレビ・ライブなど,コント、漫才,福田麻貴,ウチのガヤがすみません! おはスタ トゲアリトゲナシトゲトゲ など,北海道LIVE  ウケメン 第7キングダム など,福田 杉山優華 松下千紘 Aマッソ などゆめっち 8.6秒バズーカー きむらバンド（たくろう） ダブルヒガシ 丸亀じゃんご などかなで きりやはるか・あんり（ぼる塾） 鈴木バイダン ラタタッタ dボタン など,https://profile.yoshimoto.co.jp/talent/detail?id=6579,2019年 女芸人No.1決定戦 THE W 優勝,https://www.youtube.com/channel/UCCxFFwpXp8e1ZDUDtIk_XvQ
1753,https://ja.wikipedia.org/wiki/%E4%B8%89%E7%AD%89%E5%88%86,三等分,みよ ちーちゃん たま子,3,222,,2009年,2009/1/1,,,松竹芸能,2009年1月 - 2013年11月2日,,,,,,,,解散,漫才、コント,,,,,,,
1754,https://ja.wikipedia.org/wiki/%E4%B8%89%E4%BA%BA%E5%A5%B4,三人奴,塚本やっこ（二代目：塚本小やっこ） 市松笑顔 市松笑美子,3,222,,1950年,1950/1/1,1999年,1999/1/1,吉本興業,1950年 - 1999年,,,,,塚本やっこ・市松笑顔・市松笑美子,,,,音曲漫才,,,,,,1974年 第9回上方漫才大賞 受賞,
1755,https://ja.wikipedia.org/wiki/%E4%B8%89%E7%A6%8F%E6%98%9F,三福星,池田哲哉 平井邦明 花輪淳一,3,111,,2002年,2002/1/1,2010年,2010/1/1,プロダクション人力舎,2002年6月 - 2010年1月31日,,スクールJCA10期（池田） スクールJCA11期（平井、花輪）,,養成所,ユンカース（池田）　東京トライアングル（池田、平井）,,,解散（池田のみ、ピンで活動）,コント,,,,,,,
1756,https://ja.wikipedia.org/wiki/3%E3%83%95%E3%83%A9%E3%83%B3%E3%82%B7%E3%82%B9%E3%82%B3,3フランシスコ,林田竜次 小橋太っ太（橋口登志雄） 小高山善廣（田口海）,3,111,,2010年,2010/1/1,2014年,2014/1/1,ニュースタッフプロダクション,2010年2月 - 2014年12月1日,,スクールJCA8期（林田）,,,ヒットマン（林田） ジャイアンソング ほか（小橋） ワイワイタンヂ（小高山）,,,解散（林田と小高山はコンビ、小橋は別コンビで活動）,漫才、コント,,,,,http://newstaffpro.com/profile.html?cid=20,"第2回ニュースタッフプロダクション チャンピオン大会 優勝

東京ビタミン寄席 優勝",
1757,https://ja.wikipedia.org/wiki/GAG_(%E3%81%8A%E7%AC%91%E3%81%84%E3%83%88%E3%83%AA%E3%82%AA),GAG (お笑いトリオ),坂本純一 福井俊太郎 宮戸洋行,3,111,,2006年（平成18年）,2006/1/1,,,吉本興業,2006年 -,,NSC大阪校27期,ネプチューン他,NSCの同期,ザ・シュリンプス（坂本・宮戸）　GAG少年楽団,,,,コント、漫才,福井俊太郎,,,タナからイケダ トット 諸見里大介 オリエンタルラジオ はんにゃ トレンディエンジェルなど,https://profile.yoshimoto.co.jp/talent/detail?id=402,2015年 第36回ABCお笑いグランプリ優勝 2017年 キングオブコント決勝10位 2018年 キングオブコント決勝8位 2019年 キングオブコント決勝4位 2020年 キングオブコント決勝8位,
1758,https://ja.wikipedia.org/wiki/JJ%E3%83%9D%E3%83%AA%E3%83%9E%E3%83%BC,JJポリマー,成田優介 大森よしき,3,111,リタ・ジェイ（成田）,1999年,1999/1/1,2011年9月30日,2011/1/19,ホリプロコム,1999年 - 2011年,,ホリプロお笑いオーディション,,,キッチンメイト・チョッパー、しゅりけん売り,,,解散（成田はピンで活動）,コント,,爆笑オンエアバトル キャラ☆キング エンタの天使 爆笑トライアウト 他,,,http://com.horipro.co.jp/profile/13jj.html,日本文学館『第1回ポストカードブックコンテスト』グランプリ（リタ・ジェイ＝成田）,
1759,https://ja.wikipedia.org/wiki/%E3%82%B8%E3%82%A7%E3%83%A9%E3%83%BC%E3%83%89%E3%83%B3,ジェラードン,海野裕二 かみちぃ アタック西本,3,111,,2008年,2008/1/1,,,吉本興業,2008年 -,,NSC東京校12期,,,,,,テレビ・ライブなど,コント、漫才,アタック西本、かみちぃ （ネタによっては海野も加わる）,有田ジェネレーション,,渡辺直美 ジャングルポケット 見取り図 ウエスP 松陰寺太勇（ぺこぱ）  村上（マヂカルラブリー） さらば青春の光 ランジャタイ 金属バット 吉田たち ジソンシン コマンダンテ デルマパンゲ ヘンダーソンなど,,タウンワークプレゼンツ「BAKE-MON」優勝（2017年）,https://www.youtube.com/channel/UCRaaCxSF8nEpfG3ZHesXKxw
1760,https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%86%E3%82%A3%E3%83%9C%E3%83%BC%E3%82%A4%E3%82%BA,シティボーイズ,大竹まこと きたろう 斉木しげる,3,111,,1979年,1979/1/1,,,ASH&Dコーポレーション,1979年 -,,劇団「表現劇場」,,俳優小劇場付属養成所,,,,舞台,コント,,,知ってドーするの!?,風間杜夫,http://www.ash-d.info/,1983年お笑いスター誕生!!10週勝ち抜きグランプリ獲得 1986年第6回花王名人大賞最優秀新人賞,
1761,https://ja.wikipedia.org/wiki/%E4%BE%8DPANG,侍PANG,タカギマコト 島田ひでとし 矢野ともゆき,3,111,,2006年,2006/1/1,2009年,2009/1/1,SMA NEET Project→オスカープロモーション,2006年 - 2009年,,,,,,,,,,,,,,http://web-box.jp/zipang/,,
1762,https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%A3%E3%83%B3%E3%82%B0%E3%83%AA%E3%83%A9_(%E3%81%8A%E7%AC%91%E3%81%84),シャングリラ (お笑い),宮田庸平 河中美二 山本晶子,3,111,,2009年,2009/1/1,2011年,2011/1/1,よしもとクリエイティブ・エージェンシー,2009年3月 - 2011年9月19日,,NSC大阪校23期（宮田・河中） NSC大阪校24期（山本）,,,,,,解散（宮田・河中はコンビで活動）,,,,,,http://www.yoshimoto.co.jp/base/groups/ditail/85,,
1763,https://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A3%E3%83%B3%E3%82%B0%E3%83%AB%E3%83%9D%E3%82%B1%E3%83%83%E3%83%88_(%E3%81%8A%E7%AC%91%E3%81%84%E3%83%88%E3%83%AA%E3%82%AA),ジャングルポケット (お笑いトリオ),斉藤慎二 おたけ 太田博久,3,111,ジャンポケ,2006年4月[1],2006/1/14,,,吉本興業,2007年 -,,NSC東京校12期生,ロバート、ダウンタウン,NSC,,,,テレビ・ライブなど,コント、漫才,太田博久,みんなDEどーもくん! 有吉の壁,コンバットII 333 トリオさん,見取り図 金属バット 吉田たち ジソンシン コマンダンテ デルマパンゲ ヘンダーソン ウエスP 渡辺直美 さらば青春の光 ジェラードン 松陰寺太勇（ぺこぱ）  村上（マヂカルラブリー）,https://web.archive.org/web/20080708151407/http://junglepocket.laff.jp/,2013年 第34回ABCお笑いグランプリ 8位 2015年 キングオブコント 4位 2016年 キングオブコント 準優勝  2017年 キングオブコント 4位  2020年 キングオブコント 5位,https://www.youtube.com/channel/UCOTWVP-EpyVD6SyA3PdgIJw
1764,https://ja.wikipedia.org/wiki/%E3%81%98%E3%82%83%E3%82%93%E3%81%91%E3%82%93%E3%81%BD%E3%82%93_(%E3%81%8A%E7%AC%91%E3%81%84),じゃんけんぽん (お笑い),笠谷史郎 東野正志 柴洋子,3,111,,1978年11月,1978/11/1,2005年,2005/1/1,松竹芸能,1978年 - 2005年,,,,,,,,,コント、漫才,,,,,,1980年 第1回今宮子供えびすマンザイ新人コンクール 福笑い大賞受賞 1983年 第13回NHK上方漫才コンテスト最優秀賞受賞,
1765,https://ja.wikipedia.org/wiki/%E6%98%A5%E5%A4%8F%E7%AC%91%E5%86%AC,春夏笑冬,加藤謙太郎 松本剛矢 中井慈,3,111,,2010年,2010/1/1,2014年,2014/1/1,フリー→ワタナベ,2010年 - 2014年3月18日,,,,ワタナベコメディスクール5期（中井・松本） ワタナベコメディスクール6期（加藤）,,,,解散,主にコント、モノマネ,,,,,https://ameblo.jp/syunkasyoutou/,,
1766,https://ja.wikipedia.org/wiki/%E6%9D%BE%E7%AB%B9%E6%A2%85_(%E3%81%8A%E7%AC%91%E3%81%84),松竹梅 (お笑い),松みのる 梅村達也 竹田倫克,3,111,,1985年,1985/1/1,1992年,1992/1/1,サワズ・カムパニー→フリー→ホリプロ,1985年 - 1992年,松みのる（竹田、梅村） 平川幸男（Wヤング）（松）,,,,,,,解散,コント,,,お笑いスター誕生!!,,,,
1767,https://ja.wikipedia.org/wiki/%E7%AC%91%E3%83%91%E3%83%BC%E3%83%86%E3%82%A3%E3%83%BC,笑パーティー,ばんきんや 松元ヒロ 石倉チョッキ 杉浦正士,3,111,,1982年,1982/1/1,1988年,1988/1/1,,1982年 - 1988年,,,,,笑・パーティー,,,,コント,,,,,,1984年 『お笑いスター誕生』第4回オープントーナメントサバイバルシリーズ優勝 1986年 第1回NHK新人演芸コンクール ＜演芸部門＞優秀賞,
1768,https://ja.wikipedia.org/wiki/%E3%81%99%E3%81%A3%E3%81%A8%E3%82%93%E3%83%88%E3%83%AA%E3%82%AA,すっとんトリオ,高杉邦夫 松田竹夫 永井路夫 （第2次：高井安夫 黒木雪夫 第3次：京都ぽん太）,3,111,,1960年4月,1960/4/1,,,,,岸田一夫（路夫） 夢路いとし・喜味こいし（安夫）,,,,,,,,コント,,,,,,,
1769,https://ja.wikipedia.org/wiki/%E3%82%B9%E3%83%AA%E3%83%BC%E3%83%88%E3%83%BC%E3%83%B3%E3%82%BA,スリートーンズ,若菜はるお 宮崎じゅん 高橋わたる,3,111,,1962年,1962/1/1,1979年,1979/1/1,落語芸術協会,1962年 - 1979年,春風亭柳昇,,,,,,,,コーラス漫談,,,,,,,
1770,https://ja.wikipedia.org/wiki/%E3%82%B9%E3%83%AA%E3%83%BC%E3%83%9D%E3%82%B1%E3%83%83%E3%83%84,スリーポケッツ,谷幹一 渥美清 関敬六 （渥美脱退後：海野かつを）,3,111,,1959年,1959/1/1,,,,,,,,浅草のストリップ小屋「フランス座」,,,,,,,,お笑いアンデパンダン,,,,
1771,https://ja.wikipedia.org/wiki/003MANIA,003MANIA,堀井祥明 峰本大作 吉名崇朗,3,111,,1995年,1995/1/1,2006年,2006/1/1,京やプロダクション,1995年 - 2006年,,,,,大吉マニア,,,,コント,,,爆笑オンエアバトル お笑いダンクシュート,,,1998年 NHK新人演芸大賞・演芸部門大賞,
1772,https://ja.wikipedia.org/wiki/%E6%88%A6%E5%A3%AB_(%E3%81%8A%E7%AC%91%E3%81%84%E3%83%88%E3%83%AA%E3%82%AA),戦士 (お笑いトリオ),げんせい たむかい 銘苅,3,111,,2014年,2014/1/1,,,吉本興業,2014年 -,,NSC大阪校37期,,NSC,,,,ライブ、テレビなど,漫才、ものまね,,,,赤木裕（たくろう） 放課後ボーイズ 鎌田キテレツ（チェリー大作戦） あんり・きりやはるか（ぼる塾） 鈴木バイダン（オドるキネマ） ラタタッタなど,,,
1773,https://ja.wikipedia.org/wiki/%E3%82%BC%E3%83%B3%E3%83%A2%E3%83%B3%E3%82%AD%E3%83%BC,ゼンモンキー,荻野将太朗 ヤザキ むらまつ,3,111,,2020年,2020/1/1,,,ワタナベエンターテインメント,2019年 -,,ワタナベコメディスクール30期,,ワタナベコメディスクール,変化する毎日（荻野） パーライト（ヤザキ） ジョージベスト（むらまつ） モジョベス（むらまつ）　ウルトラモダンオールドクラブ[1],,,ライブ、テレビなど,コント,荻野将太朗,,,奇天烈カルボナーラ ジョニーヘンドリクス オーラス ゴヤなど,https://www.watanabepro.co.jp/mypage/4000103/,お笑いABEMA CUP2021?ワタナベNo.1決定戦 優勝,
1774,https://ja.wikipedia.org/wiki/%E3%82%BD%E3%83%BC%E3%82%BB%E3%83%BC%E3%82%B8_(%E3%81%8A%E7%AC%91%E3%81%84),ソーセージ (お笑い),藤本聖 秋山賢太 山名文和,3,111,,2008年,2008/1/1,2012年10月15日,2012/1/1,吉本興業,2008年 - 2012年,,NSC大阪校25期（秋山） NSC大阪校26期（山名） NSC大阪校27期（藤本）,,事務所,河井山名（山名） 金時（秋山） 鯉女房、ビンチョウタン（藤本）,,,トリオでの活動は終了し、秋山と山名はコンビ「アキナ」として活動 藤本はコンビ「ジュリエッタ」として活動,コント、漫才,全員,,『オンバト+』 『真夜中パンチィ』 『やかせて!ソーセージ』 『ソガのプワジ』,銀シャリ ジャルジャル プラス・マイナス など（秋山） 和牛 かまいたち 藤崎マーケット など（山名） GAG ビーフケーキ など（藤本）,,2008年 第67回キタイ花ん 優勝 2011年 第32回ABCお笑い新人グランプリ 優秀新人賞 2012年 第2回オンバト+チャンピオン大会 準優勝,
1775,https://ja.wikipedia.org/wiki/%E5%BA%95%E3%81%AC%E3%81%91AIR-LINE,底ぬけAIR-LINE,古坂和仁 小島忍 <元メンバー> 村島亮,3,111,,1991年,1991/1/1,2003年（活動休止）,2003/1/1,M2カンパニー →ホリプロコム,1991年 - 2003年9月,,,,日本映画学校,よにん組,,,活動休止中（古坂はピン、小島はプロデューサー ほか、村島は俳優として活動）,コント,古坂和仁,,ボキャブラ天国 爆笑オンエアバトル,,,1995年 第17回ビートたけしのお笑いウルトラクイズ 新人賞 1999年 爆笑オンエアバトル第1回チャンピオン大会 審査員特別賞,
1776,https://ja.wikipedia.org/wiki/%E3%82%BF%E3%82%A4%E3%83%98%E3%82%A4%E3%83%88%E3%83%AA%E3%82%AA,タイヘイトリオ,タイヘイ洋児 タイヘイ原児 タイヘイ夢路 タイヘイ糸路,3,111,浪曲ショウ,1951年,1951/1/1,,,関西演芸協会（夢路）,,木下華声（洋児） 川上のぼる（原児）,,,,,,,,浪曲漫才,,,,,,,
1777,https://ja.wikipedia.org/wiki/%E7%AB%B9%E5%86%85%E5%85%84%E5%A6%B9,竹内兄妹,経宏 夕乃 いく実,3,111,,2008年,2008/1/1,2013年,2013/1/1,プロダクション人力舎,2008年 - 2013年,,スクールJCA17期,,実兄妹,,,,解散,漫才,,,熱血BO-SO TV など,巨匠 ザ・フライ ドリーマーズ ピテカントロプス など （スクールJCA同期生）,http://www.p-jinriki.com/pc/talent/takeuchikeimai/,,
1778,https://ja.wikipedia.org/wiki/%E3%83%80%E3%83%81%E3%83%A7%E3%82%A6%E5%80%B6%E6%A5%BD%E9%83%A8,ダチョウ倶楽部,肥後克広 寺門ジモン 上島竜兵,3,111,ダチョウ,1985年-,1985/1/1,,,太田プロダクション,1985年 -,杉兵助（肥後） 志村けん（上島）,道頓堀劇場（肥後） テアトル・エコー養成所（寺門・上島）,,渡辺正行の紹介,キムチ倶楽部,,,テレビ,リアクション芸、コント,肥後克広,爆笑そっくりものまね紅白歌合戦スペシャル,天才てれびくん スーパージョッキー 王道バラエティ つかみはOK! 志村けんのバカ殿様,ウッチャンナンチャン 中山秀征 出川哲朗 シルク 130R 今田耕司 リットン調査団他,https://www.ohtapro.co.jp/talent/dachouclub.html,1987年 第15回日本放送演芸大賞 ホープ賞,
1779,https://ja.wikipedia.org/wiki/%E8%84%B1%E7%B7%9A%E3%83%88%E3%83%AA%E3%82%AA,脱線トリオ,由利徹 南利明 八波むと志,3,111,,1956年,1956/1/1,1961年,1961/1/1,,1956年 - 1961年,,,,,,,,,,,,お昼の演芸,,,,
1780,https://ja.wikipedia.org/wiki/%E3%81%A0%E3%82%8B%E3%81%BE%E9%A3%9F%E5%A0%82_(%E3%81%8A%E7%AC%91%E3%81%84%E3%83%88%E3%83%AA%E3%82%AA),だるま食堂 (お笑いトリオ),マリア ルーシー ダイアナ,3,222,,1987年,1987/1/1,,,,1987年 - 199?年 2000年 -,,,,,,,,,,,,,,,国立演芸場花形演芸会審査員特別賞（2005年）,
1781,https://ja.wikipedia.org/wiki/%E3%81%A0%E3%82%93%E3%81%94%E3%81%B0%E3%83%BC%E3%81%AA,だんごばーな,ジョージ まるお ジャガ,3,111,,2016年4月,2016/4/1,,,よしもとクリエイティブ・エージェンシー福岡事務所,,,福岡吉本15期,,,,,,,,,,,,,,
1782,https://ja.wikipedia.org/wiki/%E3%83%81%E3%83%A3%E3%83%B3%E3%83%90%E3%83%A9%E3%83%88%E3%83%AA%E3%82%AA,チャンバラトリオ,山根伸介 志茂山高也 （解散時点）,3,111,,1963年,1963/1/1,2015年,2015/1/1,よしもとクリエイティブ・エージェンシー,1963年 - 2015年,,,,,,,,,,,,,,,,
1783,https://ja.wikipedia.org/wiki/%E3%81%A1%E3%82%85%E3%82%93%E3%81%BE,ちゅんま,しゃっくー大佐 カラムーちゃんかなーち思て なりちゃん,3,111,,2017年,2017/1/1,2020年,2020/1/1,吉本興業,2017年12月30日 - 2020年10月14日,,NSC大阪校38期,,,ラスト・ナカミチ（カラムーちゃん、なりちゃん）,,,解散,漫才、コント,,,,フースーヤ、天才ピアニスト、エルフ、相乗効果、オフローズ など,,,
1784,https://ja.wikipedia.org/wiki/%E3%83%86%E3%83%8B%E3%82%B9%E3%82%B3%E3%83%BC%E3%83%88_(%E3%83%A6%E3%83%8B%E3%83%83%E3%83%88),テニスコート (ユニット),吉田 正幸 神谷 圭介 小出 圭祐,3,111,,2002年,2002/1/1,,,,,,,,,,,,ライブ、雑誌,コント,テニスコート、今田健太郎,,,,http://tenusugawa.com/,,
